,adr_address,name,price_level,rating,serves_breakfast,serves_dinner,takeout,types,serves_lunch
1,"<span class=""street-address"">2519 Albany St</span>, <span class=""locality"">Beech Grove</span>, <span class=""region"">IN</span> <span class=""postal-code"">46107</span>, <span class=""country-name"">USA</span>",El Morral Mexican Restaurant LLC,1.0,4.5,,True,True,food,
2,"<span class=""street-address"">2519 Albany St</span>, <span class=""locality"">Beech Grove</span>, <span class=""region"">IN</span> <span class=""postal-code"">46107</span>, <span class=""country-name"">USA</span>",El Morral Mexican Restaurant LLC,1.0,4.5,,True,True,point_of_interest,
3,"<span class=""street-address"">2519 Albany St</span>, <span class=""locality"">Beech Grove</span>, <span class=""region"">IN</span> <span class=""postal-code"">46107</span>, <span class=""country-name"">USA</span>",El Morral Mexican Restaurant LLC,1.0,4.5,,True,True,establishment,
0,"<span class=""street-address"">6930 S Emerson Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46237</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,True,True,True,restaurant,
1,"<span class=""street-address"">6930 S Emerson Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46237</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,True,True,True,food,
2,"<span class=""street-address"">6930 S Emerson Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46237</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,True,True,True,bar,
3,"<span class=""street-address"">6930 S Emerson Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46237</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,True,True,True,point_of_interest,
4,"<span class=""street-address"">6930 S Emerson Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46237</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,True,True,True,establishment,
0,"<span class=""street-address"">1993 N State St</span>, <span class=""locality"">Greenfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46140</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,False,True,True,bar,
1,"<span class=""street-address"">1993 N State St</span>, <span class=""locality"">Greenfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46140</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,False,True,True,restaurant,
2,"<span class=""street-address"">1993 N State St</span>, <span class=""locality"">Greenfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46140</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,False,True,True,food,
3,"<span class=""street-address"">1993 N State St</span>, <span class=""locality"">Greenfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46140</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,False,True,True,point_of_interest,
4,"<span class=""street-address"">1993 N State St</span>, <span class=""locality"">Greenfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46140</span>, <span class=""country-name"">USA</span>",O'Charley's Restaurant & Bar,2.0,4.1,False,True,True,establishment,
0,"<span class=""street-address"">10150 Brooks School Rd</span>, <span class=""locality"">Fishers</span>, <span class=""region"">IN</span> <span class=""postal-code"">46037</span>, <span class=""country-name"">USA</span>",El Lago Mexican Restaurant,2.0,4.4,,True,True,restaurant,
1,"<span class=""street-address"">10150 Brooks School Rd</span>, <span class=""locality"">Fishers</span>, <span class=""region"">IN</span> <span class=""postal-code"">46037</span>, <span class=""country-name"">USA</span>",El Lago Mexican Restaurant,2.0,4.4,,True,True,food,
2,"<span class=""street-address"">10150 Brooks School Rd</span>, <span class=""locality"">Fishers</span>, <span class=""region"">IN</span> <span class=""postal-code"">46037</span>, <span class=""country-name"">USA</span>",El Lago Mexican Restaurant,2.0,4.4,,True,True,point_of_interest,
3,"<span class=""street-address"">10150 Brooks School Rd</span>, <span class=""locality"">Fishers</span>, <span class=""region"">IN</span> <span class=""postal-code"">46037</span>, <span class=""country-name"">USA</span>",El Lago Mexican Restaurant,2.0,4.4,,True,True,establishment,
0,"<span class=""street-address"">50 IN-135 Suite A</span>, <span class=""locality"">Bargersville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46106</span>, <span class=""country-name"">USA</span>",La Rosa Mexican Restaurant,1.0,4.6,,True,True,restaurant,
1,"<span class=""street-address"">50 IN-135 Suite A</span>, <span class=""locality"">Bargersville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46106</span>, <span class=""country-name"">USA</span>",La Rosa Mexican Restaurant,1.0,4.6,,True,True,food,
2,"<span class=""street-address"">50 IN-135 Suite A</span>, <span class=""locality"">Bargersville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46106</span>, <span class=""country-name"">USA</span>",La Rosa Mexican Restaurant,1.0,4.6,,True,True,point_of_interest,
3,"<span class=""street-address"">50 IN-135 Suite A</span>, <span class=""locality"">Bargersville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46106</span>, <span class=""country-name"">USA</span>",La Rosa Mexican Restaurant,1.0,4.6,,True,True,establishment,
0,"<span class=""street-address"">25 S High School Rd</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46241</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.7,True,True,True,meal_takeaway,
1,"<span class=""street-address"">25 S High School Rd</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46241</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.7,True,True,True,restaurant,
2,"<span class=""street-address"">25 S High School Rd</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46241</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.7,True,True,True,food,
3,"<span class=""street-address"">25 S High School Rd</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46241</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.7,True,True,True,point_of_interest,
4,"<span class=""street-address"">25 S High School Rd</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46241</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.7,True,True,True,establishment,
0,"<span class=""street-address"">159 S Marlin Dr</span>, <span class=""locality"">Greenwood</span>, <span class=""region"">IN</span> <span class=""postal-code"">46142</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,meal_takeaway,
1,"<span class=""street-address"">159 S Marlin Dr</span>, <span class=""locality"">Greenwood</span>, <span class=""region"">IN</span> <span class=""postal-code"">46142</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,restaurant,
2,"<span class=""street-address"">159 S Marlin Dr</span>, <span class=""locality"">Greenwood</span>, <span class=""region"">IN</span> <span class=""postal-code"">46142</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,food,
3,"<span class=""street-address"">159 S Marlin Dr</span>, <span class=""locality"">Greenwood</span>, <span class=""region"">IN</span> <span class=""postal-code"">46142</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,point_of_interest,
4,"<span class=""street-address"">159 S Marlin Dr</span>, <span class=""locality"">Greenwood</span>, <span class=""region"">IN</span> <span class=""postal-code"">46142</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,establishment,
0,"<span class=""street-address"">900 N Morton St</span>, <span class=""locality"">Franklin</span>, <span class=""region"">IN</span> <span class=""postal-code"">46131</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,meal_takeaway,
1,"<span class=""street-address"">900 N Morton St</span>, <span class=""locality"">Franklin</span>, <span class=""region"">IN</span> <span class=""postal-code"">46131</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,restaurant,
2,"<span class=""street-address"">900 N Morton St</span>, <span class=""locality"">Franklin</span>, <span class=""region"">IN</span> <span class=""postal-code"">46131</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,point_of_interest,
3,"<span class=""street-address"">900 N Morton St</span>, <span class=""locality"">Franklin</span>, <span class=""region"">IN</span> <span class=""postal-code"">46131</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,food,
4,"<span class=""street-address"">900 N Morton St</span>, <span class=""locality"">Franklin</span>, <span class=""region"">IN</span> <span class=""postal-code"">46131</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,establishment,
0,"<span class=""street-address"">6815 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Charleston's Restaurant,2.0,4.5,False,True,True,restaurant,
1,"<span class=""street-address"">6815 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Charleston's Restaurant,2.0,4.5,False,True,True,food,
2,"<span class=""street-address"">6815 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Charleston's Restaurant,2.0,4.5,False,True,True,point_of_interest,
3,"<span class=""street-address"">6815 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Charleston's Restaurant,2.0,4.5,False,True,True,establishment,
0,"<span class=""street-address"">35 N Illinois St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",Buca di Beppo Italian Restaurant,2.0,4.1,False,True,True,restaurant,
1,"<span class=""street-address"">35 N Illinois St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",Buca di Beppo Italian Restaurant,2.0,4.1,False,True,True,food,
2,"<span class=""street-address"">35 N Illinois St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",Buca di Beppo Italian Restaurant,2.0,4.1,False,True,True,point_of_interest,
3,"<span class=""street-address"">35 N Illinois St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46204</span>, <span class=""country-name"">USA</span>",Buca di Beppo Italian Restaurant,2.0,4.1,False,True,True,establishment,
0,"<span class=""street-address"">1076 N Green St</span>, <span class=""locality"">Brownsburg</span>, <span class=""region"">IN</span> <span class=""postal-code"">46112</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.1,True,True,True,meal_takeaway,
1,"<span class=""street-address"">1076 N Green St</span>, <span class=""locality"">Brownsburg</span>, <span class=""region"">IN</span> <span class=""postal-code"">46112</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.1,True,True,True,restaurant,
2,"<span class=""street-address"">1076 N Green St</span>, <span class=""locality"">Brownsburg</span>, <span class=""region"">IN</span> <span class=""postal-code"">46112</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.1,True,True,True,food,
3,"<span class=""street-address"">1076 N Green St</span>, <span class=""locality"">Brownsburg</span>, <span class=""region"">IN</span> <span class=""postal-code"">46112</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.1,True,True,True,point_of_interest,
4,"<span class=""street-address"">1076 N Green St</span>, <span class=""locality"">Brownsburg</span>, <span class=""region"">IN</span> <span class=""postal-code"">46112</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.1,True,True,True,establishment,
0,"<span class=""street-address"">8350 Windfall Ln</span>, <span class=""locality"">Camby</span>, <span class=""region"">IN</span> <span class=""postal-code"">46113</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.9,True,True,True,meal_takeaway,
1,"<span class=""street-address"">8350 Windfall Ln</span>, <span class=""locality"">Camby</span>, <span class=""region"">IN</span> <span class=""postal-code"">46113</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.9,True,True,True,restaurant,
2,"<span class=""street-address"">8350 Windfall Ln</span>, <span class=""locality"">Camby</span>, <span class=""region"">IN</span> <span class=""postal-code"">46113</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.9,True,True,True,food,
3,"<span class=""street-address"">8350 Windfall Ln</span>, <span class=""locality"">Camby</span>, <span class=""region"">IN</span> <span class=""postal-code"">46113</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.9,True,True,True,point_of_interest,
4,"<span class=""street-address"">8350 Windfall Ln</span>, <span class=""locality"">Camby</span>, <span class=""region"">IN</span> <span class=""postal-code"">46113</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,3.9,True,True,True,establishment,
0,"<span class=""street-address"">1691 Curry Rd</span>, <span class=""locality"">Greenwood</span>, <span class=""region"">IN</span> <span class=""postal-code"">46143</span>, <span class=""country-name"">USA</span>",Arni's Restaurant - Greenwood,2.0,4.3,False,True,True,restaurant,
1,"<span class=""street-address"">1691 Curry Rd</span>, <span class=""locality"">Greenwood</span>, <span class=""region"">IN</span> <span class=""postal-code"">46143</span>, <span class=""country-name"">USA</span>",Arni's Restaurant - Greenwood,2.0,4.3,False,True,True,food,
2,"<span class=""street-address"">1691 Curry Rd</span>, <span class=""locality"">Greenwood</span>, <span class=""region"">IN</span> <span class=""postal-code"">46143</span>, <span class=""country-name"">USA</span>",Arni's Restaurant - Greenwood,2.0,4.3,False,True,True,point_of_interest,
3,"<span class=""street-address"">1691 Curry Rd</span>, <span class=""locality"">Greenwood</span>, <span class=""region"">IN</span> <span class=""postal-code"">46143</span>, <span class=""country-name"">USA</span>",Arni's Restaurant - Greenwood,2.0,4.3,False,True,True,establishment,
0,"<span class=""street-address"">2989 W 71st St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46268</span>, <span class=""country-name"">USA</span>",Tu Casa Restaurant,2.0,4.1,,True,True,restaurant,
1,"<span class=""street-address"">2989 W 71st St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46268</span>, <span class=""country-name"">USA</span>",Tu Casa Restaurant,2.0,4.1,,True,True,food,
2,"<span class=""street-address"">2989 W 71st St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46268</span>, <span class=""country-name"">USA</span>",Tu Casa Restaurant,2.0,4.1,,True,True,point_of_interest,
3,"<span class=""street-address"">2989 W 71st St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46268</span>, <span class=""country-name"">USA</span>",Tu Casa Restaurant,2.0,4.1,,True,True,establishment,
0,"<span class=""street-address"">5363 N College Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46220-3141</span>, <span class=""country-name"">USA</span>",Yats,1.0,4.8,False,True,True,restaurant,
1,"<span class=""street-address"">5363 N College Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46220-3141</span>, <span class=""country-name"">USA</span>",Yats,1.0,4.8,False,True,True,food,
2,"<span class=""street-address"">5363 N College Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46220-3141</span>, <span class=""country-name"">USA</span>",Yats,1.0,4.8,False,True,True,point_of_interest,
3,"<span class=""street-address"">5363 N College Ave</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46220-3141</span>, <span class=""country-name"">USA</span>",Yats,1.0,4.8,False,True,True,establishment,
0,"<span class=""street-address"">16645 Mercantile Blvd</span>, <span class=""locality"">Noblesville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46060</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,meal_takeaway,
1,"<span class=""street-address"">16645 Mercantile Blvd</span>, <span class=""locality"">Noblesville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46060</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,restaurant,
2,"<span class=""street-address"">16645 Mercantile Blvd</span>, <span class=""locality"">Noblesville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46060</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,food,
3,"<span class=""street-address"">16645 Mercantile Blvd</span>, <span class=""locality"">Noblesville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46060</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,point_of_interest,
4,"<span class=""street-address"">16645 Mercantile Blvd</span>, <span class=""locality"">Noblesville</span>, <span class=""region"">IN</span> <span class=""postal-code"">46060</span>, <span class=""country-name"">USA</span>",Bob Evans,2.0,4.0,True,True,True,establishment,
0,"<span class=""street-address"">4863 W Washington St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46241</span>, <span class=""country-name"">USA</span>",Tios Mexican Restaurant,1.0,4.6,True,True,True,restaurant,
1,"<span class=""street-address"">4863 W Washington St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46241</span>, <span class=""country-name"">USA</span>",Tios Mexican Restaurant,1.0,4.6,True,True,True,food,
2,"<span class=""street-address"">4863 W Washington St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46241</span>, <span class=""country-name"">USA</span>",Tios Mexican Restaurant,1.0,4.6,True,True,True,point_of_interest,
3,"<span class=""street-address"">4863 W Washington St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46241</span>, <span class=""country-name"">USA</span>",Tios Mexican Restaurant,1.0,4.6,True,True,True,establishment,
0,"<span class=""street-address"">3716 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46240</span>, <span class=""country-name"">USA</span>",Luciana's #2 - Keystone Crossing,2.0,4.3,False,True,True,restaurant,
1,"<span class=""street-address"">3716 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46240</span>, <span class=""country-name"">USA</span>",Luciana's #2 - Keystone Crossing,2.0,4.3,False,True,True,food,
2,"<span class=""street-address"">3716 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46240</span>, <span class=""country-name"">USA</span>",Luciana's #2 - Keystone Crossing,2.0,4.3,False,True,True,point_of_interest,
3,"<span class=""street-address"">3716 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46240</span>, <span class=""country-name"">USA</span>",Luciana's #2 - Keystone Crossing,2.0,4.3,False,True,True,establishment,
0,"<span class=""street-address"">2683 E Main St #113</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",Reme's Restaurant,,4.5,True,True,True,restaurant,
1,"<span class=""street-address"">2683 E Main St #113</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",Reme's Restaurant,,4.5,True,True,True,food,
2,"<span class=""street-address"">2683 E Main St #113</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",Reme's Restaurant,,4.5,True,True,True,point_of_interest,
3,"<span class=""street-address"">2683 E Main St #113</span>, <span class=""locality"">Plainfield</span>, <span class=""region"">IN</span> <span class=""postal-code"">46168</span>, <span class=""country-name"">USA</span>",Reme's Restaurant,,4.5,True,True,True,establishment,
0,"<span class=""street-address"">6130 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Olive Garden Italian Restaurant,2.0,4.3,False,True,True,meal_takeaway,
1,"<span class=""street-address"">6130 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Olive Garden Italian Restaurant,2.0,4.3,False,True,True,restaurant,
2,"<span class=""street-address"">6130 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Olive Garden Italian Restaurant,2.0,4.3,False,True,True,bar,
3,"<span class=""street-address"">6130 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Olive Garden Italian Restaurant,2.0,4.3,False,True,True,point_of_interest,
4,"<span class=""street-address"">6130 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Olive Garden Italian Restaurant,2.0,4.3,False,True,True,food,
5,"<span class=""street-address"">6130 E 82nd St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46250</span>, <span class=""country-name"">USA</span>",Olive Garden Italian Restaurant,2.0,4.3,False,True,True,establishment,
0,"<span class=""street-address"">9419 N Meridian St</span>, <span class=""locality"">Indianapolis</span>, <span class=""region"">IN</span> <span class=""postal-code"">46260-1308</span>, <span class=""country-name"">USA</span>",Daddy Jack's Restaurant & Bar,2.0,4.5,False,True,True,restaurant,
